adult,backdrop_path,id,origin_country,original_language,original_name,overview,popularity,poster_path,first_air_date,name,vote_average,vote_count,genres,year,month,day,primary_country,primary_genre
False,/8mNQpab95fhyR2JF4nJ6dIORwKJ.jpg,92684,['US'],en,The Last Kids on Earth,"Young teenager Jack Sullivan and a group of friends live in a decked-out tree house, playing video games, eating candy, and fighting zombies in the aftermath of a monster apocalypse.",5.3755,/lTpGn2hgB0WGFGp6Q6ArkEWWTsk.jpg,2019-09-17,The Last Kids on Earth,8.1,47,"['Animation', 'Comedy', 'Sci-Fi & Fantasy']",2019.0,9.0,17.0,US,Animation
False,/6ZuGfMDLGTPdUuSPFA4crFCLJXV.jpg,62508,['CA'],en,Inspector Gadget,"When Dr. Claw returns, Inspector Gadget is brought out of retirement to defeat him again, now with Penny and Brain's open participation.",5.3747,/gxVDj5jkIkmoHV0ZXLCqWXZmU0V.jpg,2015-03-27,Inspector Gadget,6.0,34,"['Animation', 'Action & Adventure', 'Family', 'Comedy']",2015.0,3.0,27.0,CA,Animation
False,/oTCpcn5KiAiS5epguRvgECNezrx.jpg,250178,['TW'],zh,忘了我記得,An aspiring stand-up comedian turns her struggles into heartfelt humor as she balances work and relationships while caring for her aging father.,5.3746,/31AboR0RNzyRM1aGhFO05rIVeme.jpg,2025-05-23,Forget You Not,9.0,5,"['Comedy', 'Drama']",2025.0,5.0,23.0,TW,Comedy
False,/lJ9fIVfI5rYBRjnjbBYGVxS74tc.jpg,81354,['US'],en,Ratched,"An origins story, beginning in 1947, which follows Ratched's journey and evolution from nurse to full-fledged monster tracking her murderous progression through the mental health care system.",5.3735,/mDakjPhBYXIKSgeDiWl7hBzvsrD.jpg,2020-09-18,Ratched,7.645,1210,"['Mystery', 'Drama', 'Crime']",2020.0,9.0,18.0,US,Mystery
False,/3pu5UWb8OTuz1OhSN9ppn4ZhZkR.jpg,134949,['MX'],es,Rebelde,Head back to Elite Way School as a new generation of students hope to win the Battle of the Bands.,5.3461,/b1IBsimEJOLjBLYsdBZ1VAcmq73.jpg,2022-01-05,Rebelde,7.442,452,"['Drama', 'Comedy']",2022.0,1.0,5.0,MX,Drama
False,/9Er52vtNYd5Mhwk81IdPQoCZxgV.jpg,135814,['BR'],pt,Olhar Indiscreto,"A talented, voyeuristic hacker finds herself thrust into a dangerous investigation after her sex worker neighbor leaves for a weekend trip.",5.3376,/5BqzppbUELOLDUSuS8d9mWz97iH.jpg,2023-01-01,Lady Voyeur,6.673,107,"['Drama', 'Mystery']",2023.0,1.0,1.0,BR,Drama
False,/aHjnX5tFWwjpUiKsaBHKDYfpNV2.jpg,225399,"['IT', 'GB']",it,Il Gattopardo,"Amid the unification of 1860s Italy, a Sicilian prince grapples with the collision between his family's ancient privilege and revolutionary change.",5.3057,/7mbS9n5d98ULdTZREUf8TlgNNoD.jpg,2025-03-05,The Leopard,7.821,70,['Drama'],2025.0,3.0,5.0,IT,Drama
False,/xA8lSeh33ion2x2X6V87egGItAa.jpg,106840,['TH'],th,แปลรักฉันด้วยใจเธอ,Tender emotions and new yearnings awaken in childhood friends Teh and Oh-aew when they cross paths in a Chinese language class during senior year.,5.3009,/iXaGaIntp84sNemeqHjm3Ua0W7e.jpg,2020-10-22,I Told Sunset About You,8.625,52,['Drama'],2020.0,10.0,22.0,TH,Drama
False,/dpaaxgmIe0cCId6CVIAOfNqkYm4.jpg,223313,['GB'],en,Obsession,A respected London surgeon's affair with his son's fiancée turns into an erotic infatuation that threatens to change their lives forever.,5.2866,/8nQmxCYvidrCMxYCPdhuls94cl9.jpg,2023-04-13,Obsession,6.497,165,"['Drama', 'Mystery']",2023.0,4.0,13.0,GB,Drama
False,/qtac9X9lSLqZFbxS71347N8MiID.jpg,79352,['IN'],hi,Sacred Games,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.",5.2797,/uEbNtFbK4At9WBDGap23lt1qO9n.jpg,2018-07-06,Sacred Games,7.813,233,"['Drama', 'Crime', 'Action & Adventure']",2018.0,7.0,6.0,IN,Drama
False,/uGQ3K36JIhXR91HTgofUsLvQ2nR.jpg,103506,['US'],en,Jeffrey Epstein: Filthy Rich,Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.,5.2788,/vV72HIa2a1nnqb5nCHUf5Dn2Y5d.jpg,2020-05-27,Jeffrey Epstein: Filthy Rich,7.067,405,"['Crime', 'Documentary']",2020.0,5.0,27.0,US,Crime
False,/4s9lGIpvvZ2K6rHsXQEt1KXlSky.jpg,244571,['TH'],th,สาธุ,"When their startup goes deep into debt, three entrepreneurs stage a risky scam using a Buddhist temple to pay back a massive loan before time runs out.",5.2538,/o1vLAHKRBk5KVJYCvezpEJHT2Nu.jpg,2024-03-27,The Believers,7.7,20,"['Drama', 'Crime']",2024.0,3.0,27.0,TH,Drama
False,/5GkkU0rzeMlR223E5cMIaOr1yJE.jpg,283133,['ES'],es,Innato,A psychologist is forced to confront her past when a new series of murders echoes the crimes that put her serial killer father behind bars 25 years ago.,5.2424,/3FfKufoT62ogWu3vNfH1gmaIZbx.jpg,2025-12-23,Innate,6.0,5,"['Crime', 'Mystery', 'Drama']",2025.0,12.0,23.0,ES,Crime
False,/edZxEXpVvb3A7w2Tc7layhX8Frc.jpg,139280,['KR'],ko,퀸메이커,"After a tragic accident, a powerful fixer uses her skills to transform a civil rights lawyer into the next mayor — and take down her former employer.",5.2424,/4PLY6WSRgBKMY9Wc7npJA5f28lc.jpg,2023-04-14,Queenmaker,7.3,48,['Drama'],2023.0,4.0,14.0,KR,Drama
False,/wrbaPpqAeHHPiYDcSwYTDPXBsiE.jpg,66939,['US'],en,Gypsy,The journey of Jean Holloway – a therapist who begins to develop dangerous and intimate relationships with the people in her patients' lives.,5.2388,/9dtm1ExRh6ihPGYIaAxEygOnl6G.jpg,2017-06-30,Gypsy,6.558,207,['Drama'],2017.0,6.0,30.0,US,Drama
False,/lMIIAqdNUOiyIDlqs8p9H3SHj0G.jpg,209504,['GR'],el,Maestro,"A musician goes to lead a festival on a scenic island, where he begins an unexpected romance and finds himself entwined in other people's problems.",5.2212,/ckkTjgfDqfm7amTPODPMvjkIhh1.jpg,2022-10-13,Maestro in Blue,6.41,39,"['Drama', 'Crime']",2022.0,10.0,13.0,GR,Drama
False,/6W1dWcoqpl2NrgqkAXWa0aTTBBK.jpg,88328,['KR'],ko,어비스,"After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize.",5.2134,/ttcqbLutnHABQwDiW1k7dxnsJLV.jpg,2019-05-06,Abyss,8.092,195,"['Comedy', 'Sci-Fi & Fantasy', 'Mystery', 'Drama']",2019.0,5.0,6.0,KR,Comedy
False,/41qKVwveq9HXY1EYuHZmA9ojMqB.jpg,288912,['KR'],ko,모태솔로지만 연애는 하고 싶어,"Ready to step into the dating world, lifelong singles get expert help for style, health and confidence. Will they manage hiccups on their way to love?",5.2081,/1K7lEPEKxq6mcjtV7At4TcLld46.jpg,2025-07-08,Better Late Than Single,8.2,12,['Reality'],2025.0,7.0,8.0,KR,Reality
False,/icggLDfQL2fi3eNS5hhHTaBseYB.jpg,73673,['US'],en,LEGO Elves: Secrets of Elvendale,"Armed with a powerful amulet, a teenage guardian is tasked with protecting her little sister -- and all of Elvendale. Based on the popular web series.",5.1985,/yvq2hsm66dvDs4qTevZiDd3ij0t.jpg,2017-09-01,LEGO Elves: Secrets of Elvendale,7.4,32,"['Animation', 'Kids', 'Sci-Fi & Fantasy', 'Family']",2017.0,9.0,1.0,US,Animation
False,/5QEzscZSI9CXCb7NAU9GsFM1n7X.jpg,87050,['US'],en,Hollywood,"In post-World War II Hollywood, an ambitious group of aspiring actors and filmmakers will do almost anything to make their showbiz dreams come true.",5.193,/8AvVBcuCpESqdQicuX7s4WOGo1V.jpg,2020-05-01,Hollywood,7.205,330,['Drama'],2020.0,5.0,1.0,US,Drama
False,/fZAzdkbDnWmPHWhvqZ2rjiECwO8.jpg,206903,['US'],en,Thai Cave Rescue,"A Thai youth soccer team and their assistant coach are trapped within Tham Luang Cave, prompting a global rescue effort.",5.1763,/aTdJPB9DwF6XMAPYkTQ1RWMfhI8.jpg,2022-09-22,Thai Cave Rescue,7.5,37,['Drama'],2022.0,9.0,22.0,US,Drama
False,/bwGrumCLjgetUAgQLOyFUXhv73X.jpg,75814,['JP'],ja,テラスハウス オープニング ニュー ドアーズ,"The bright young people of Terrace House return to Japan, where they live together and face new relationship challenges.",5.1663,/7FJboauhE3x5urYVTmL9YG3fxg7.jpg,2017-12-19,Terrace House: Opening New Doors,7.7,28,['Reality'],2017.0,12.0,19.0,JP,Reality
False,/FimxLnnk5EnKN1Gd6aPzzJ7Zr5.jpg,251608,['US'],en,Bad Thoughts,A collection of hilariously disturbing stories that push the boundaries of decency in ways only Tom Segura could imagine.,5.1656,/5ByjkAKVjiMRwFTCX3AxibwennT.jpg,2025-05-13,Bad Thoughts,6.056,27,['Comedy'],2025.0,5.0,13.0,US,Comedy
False,/hoVuI69nygLQBJ4FqgRKnukDeKt.jpg,106541,['US'],en,The Witcher: Blood Origin,"More than a thousand years before the world of The Witcher, seven outcasts in the elven world unite in a blood quest against an unstoppable power.",5.1621,/vpfJK9F0UJNcAIIeC42oJyKMnZQ.jpg,2022-12-25,The Witcher: Blood Origin,6.575,755,"['Sci-Fi & Fantasy', 'Action & Adventure', 'Drama']",2022.0,12.0,25.0,US,Sci-Fi & Fantasy
False,/zIML9hklxKu9qbESWrSPwD25f4H.jpg,106292,['US'],en,Julie and the Phantoms,Teenage Julie finds her passion for music and life while helping the Phantoms -- a trio of ghostly guys -- become the band they were never able to be.,5.1443,/m6uNY62Rx6gpUkC7urCOrOTlaj2.jpg,2020-09-10,Julie and the Phantoms,8.421,616,"['Family', 'Comedy', 'Sci-Fi & Fantasy']",2020.0,9.0,10.0,US,Family
False,/y8pTB7knYgwHxNSMOyGNTPqGL1S.jpg,215333,['ES'],es,La chica de nieve,"When a girl disappears in Málaga, a young journalist becomes fiercely determined to uncover the truth, risking everything to bring closure to the family.",5.1418,/xoxglyQtYXsMk15DpsWVvbG1X9F.jpg,2023-01-27,The Snow Girl,7.2,191,"['Crime', 'Mystery']",2023.0,1.0,27.0,ES,Crime
False,/4GAmr9BWRfVjZ3GAntm7yjVf82i.jpg,248982,['DE'],de,Cassandra,A family moves into a vintage smart home and discovers that it's under the control of a virtual assistant — who will stop at nothing to keep them there.,5.1291,/62TJdt6GlzdRbyWY9RYWjljgg3b.jpg,2025-02-06,Cassandra,7.128,234,['Sci-Fi & Fantasy'],2025.0,2.0,6.0,DE,Sci-Fi & Fantasy
False,/okj06kFkGeZL9L3sYr93YHyX9h3.jpg,71867,['US'],en,All Hail King Julien: Exiled,"Julien's been dethroned, but loyal friends and some very unlikely allies will propel the lovable lemur on a colorful journey to take back his kingdom.",5.1263,/claBnTcyYzB216D1jFG1oLLqP0v.jpg,2017-05-12,All Hail King Julien: Exiled,7.3,45,"['Animation', 'Comedy']",2017.0,5.0,12.0,US,Animation
False,/l1aCXD98hU9CrS19egLd6Sz8AyV.jpg,283647,['KR'],ko,도라이버,"Five siblings face endless missions in this pure entertainment variety show. With a few screws loose, they embrace chaos in their search for sanity.",5.12,/fDR7bSOSCz6N6ouytg9LHtkEQTM.jpg,2025-02-23,Screwballs,7.7,17,['Reality'],2025.0,2.0,23.0,KR,Reality
False,/ooq4qnr6ZCcc7ziJMOw6LTtMyoO.jpg,93736,['CA'],en,Age of Samurai: Battle for Japan,Dynamic reenactments and expert commentaries bring to life the tumultuous history and power struggles of a warring 16th-century feudal Japan.,5.1143,/wIKQRtc2kKiBmBnkOjjvMqIDfah.jpg,2021-02-24,Age of Samurai: Battle for Japan,7.122,296,"['Documentary', 'War & Politics']",2021.0,2.0,24.0,CA,Documentary
False,/rpouileCT7DFfMbJoWQfOST1O8U.jpg,74728,['US'],en,Carmen Sandiego,"A master thief who uses her skills for good, Carmen Sandiego travels the world foiling V.I.L.E.'s evil plans -- with help from her savvy sidekicks.",5.1136,/jpis9X6awQ1X5MBm9eHRUc0N0pu.jpg,2019-01-18,Carmen Sandiego,7.954,162,"['Animation', 'Action & Adventure', 'Crime', 'Kids']",2019.0,1.0,18.0,US,Animation
False,/uPHXbrh9jlq2XgfjjTFlkJfgtOQ.jpg,110642,['JP'],ja,バイオハザード: インフィニット ダークネス,"Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.",5.1082,/wWwTjKER5a8LRUGHrw86VU0gUy1.jpg,2021-07-08,RESIDENT EVIL: Infinite Darkness,7.587,869,"['Animation', 'Drama', 'Action & Adventure', 'Sci-Fi & Fantasy']",2021.0,7.0,8.0,JP,Animation
False,/pvS4HDPYWQYTB9t2UfcagYB5xQR.jpg,70940,['US'],en,The Boulet Brothers' Dragula,"Hosted by The Boulet Brothers, this reality competition show features monster drag artists from around the world competing for a chance to win $100,000 and the title of ""Dragula, The World's Next Drag Supermonster"". Each week, the competitors are tasked with horror-based makeup, design, and performance challenges meant to test their skills and prove they have what it takes to remain in the competition. For the monsters that fail, grueling mental and physical ""Extermination Challenges"" await with horrifying and deadly consequences, until only the strongest finalists remain.",5.096,/6py2tZQgj6HA9gmM2mSsWUFmogr.jpg,2016-10-31,The Boulet Brothers' Dragula,6.1,25,['Reality'],2016.0,10.0,31.0,US,Reality
False,/8InkNNcz5MGZUgeuZA58nQ1glGJ.jpg,80865,['US'],en,13 Reasons Why: Beyond the Reasons,"Cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why.""",5.0745,/aauFzhjAGSemDpDBSmWDJpkeQiw.jpg,2017-03-31,13 Reasons Why: Beyond the Reasons,6.903,36,['Talk'],2017.0,3.0,31.0,US,Talk
False,/8hbXSjV5JvSjuSnOF2TBOAJEu5m.jpg,250162,['US'],en,The Decameron,"As the bubonic plague spreads through Italy, a group of nobles and servants retreats to a villa, where their lavish getaway quickly spirals into chaos.",5.0741,/7jxX4EQLeGMQb8SA4YgiaUowz8n.jpg,2024-07-25,The Decameron,5.942,95,"['Comedy', 'Drama']",2024.0,7.0,25.0,US,Comedy
False,/r7dvA6Dh0Z4yj1MrMLu8TL98Gy3.jpg,105465,['US'],en,Homemade,"Acclaimed filmmakers from around the world channel their creativity during COVID-19 isolation with this diverse, genre-spanning collection of short films.",5.0723,/26GU1SxoQ70jTdLxje0spWjRo0V.jpg,2020-06-30,Homemade,5.5,25,"['Drama', 'Documentary', 'Family']",2020.0,6.0,30.0,US,Drama
False,/sVHiSbHpnsFVqJXkQRWkbSNhKcO.jpg,66660,['JP'],ja,火花,"Tokunaga, a comedian who is down on his luck, has a shock encounter with Kamiya, an older comedian when he visits a fireworks event in Atami on a job. Tokunaga is deeply touched by Kamiya and asks if he can become his apprentice. Kamiya is a genius type of comedian who is full of human kindness. He accepts Tokunaga’s proposition on the condition that he will write his biography.",5.0621,/tO8DN0VK82Zu5DS8drllzJlZOQK.jpg,2016-06-02,Hibana: Spark,8.286,28,['Drama'],2016.0,6.0,2.0,JP,Drama
False,/SYj0F3cmJzx4qlgsBWfLB5oaWP.jpg,201380,['US'],en,Uncoupled,Michael thought his life was perfect until his husband blindsided him by walking out after 17 years. Michael has to confront two nightmares — losing his soulmate and suddenly finding himself a single gay man in his mid-40s.,5.062,/ckwIGJghs2AuUcjyhByRlXNMBYZ.jpg,2022-07-29,Uncoupled,6.376,101,['Comedy'],2022.0,7.0,29.0,US,Comedy
False,/kyXWvG24MurOMed9ij2KrcgWOkG.jpg,225120,['US'],en,A Man in Full,"Facing relentless foes and sudden bankruptcy, an Atlanta real estate tycoon must claw his way back to the top when his empire begins to crumble.",5.0562,/o6iM2JDs15CwEGEcNMUU8HtLivE.jpg,2024-05-02,A Man in Full,6.304,79,['Drama'],2024.0,5.0,2.0,US,Drama
False,/3Uu6OWIYVcBCVrJCxXBrmqZR2MI.jpg,93533,['BE'],nl,De Bende van Jan de Lichte,Charismatic highwayman Jan de Lichte leads the oppressed and downtrodden in a revolt against the corrupt aristocracy of 18th-century Belgium.,5.0515,/jQNOzoiaIQWxJAx8OUighnvnhRA.jpg,2020-01-02,Thieves of the Wood,6.258,192,"['Drama', 'Action & Adventure', 'Mystery']",2020.0,1.0,2.0,BE,Drama
False,/r19gAamhuLoXBktGnh0KsnNHycN.jpg,135155,['KR'],ko,더 패뷸러스,"Four best friends chase their dreams in the competitive world of fashion while juggling demanding jobs, romantic dilemmas and wild nights on the town.",5.0474,/1LnPNXQ8upwUT1dYX2ZopQXjmt8.jpg,2022-12-23,The Fabulous,7.8,78,"['Drama', 'Comedy']",2022.0,12.0,23.0,KR,Drama
False,/x9rh1VOgqoP9fdgB0TJCWwPFgau.jpg,81337,['GB'],en,I AM A KILLER,Death row inmates convicted of capital murder give a firsthand account of their crimes in this documentary series.,5.036,/1dJcf9KiZ1lNgjiTv5H8irIo2Ky.jpg,2018-05-29,I AM A KILLER,6.746,63,"['Documentary', 'Crime']",2018.0,5.0,29.0,GB,Documentary
False,/tDrWHEu7hmtjfXallSITXfxyURk.jpg,98545,['US'],en,Minecraft: Story Mode,"Take control of an adventure set in the Minecraft universe. The future of the world is at stake, and your decisions shape the story -- so choose wisely!",5.0348,/lIFdBogazScckoSyA68JRt8RyXp.jpg,2018-11-27,Minecraft: Story Mode,8.167,30,"['Action & Adventure', 'Comedy', 'Animation', 'Sci-Fi & Fantasy']",2018.0,11.0,27.0,US,Action & Adventure
False,/p16H4RzPjr4fYcB4SYcZzMgFu4w.jpg,114156,['MX'],es,Érase una vez... pero ya no,"A couple forced to separate must find each other in another life to break a spell on their town, where no one can fall in love.",5.0318,/rBJZlUhmZnTSWc47W0lCEyNBU3J.jpg,2022-03-11,Once Upon a Time... Happily Never After,6.655,29,['Sci-Fi & Fantasy'],2022.0,3.0,11.0,MX,Sci-Fi & Fantasy
False,/bJDJb5NLokHVVtFMQ4jTEijwKI5.jpg,210235,['GB'],en,The Bastard Son & the Devil Himself,"Caught between two warring clans, the son of a notorious witch responsible for a deadly massacre tries to find his place in the world — and his powers.",5.028,/aNZO6UIMh3CRJgkDyNZzHCXTF7z.jpg,2022-10-28,The Bastard Son & the Devil Himself,7.4,164,"['Sci-Fi & Fantasy', 'Action & Adventure', 'Mystery']",2022.0,10.0,28.0,GB,Sci-Fi & Fantasy
False,/q78bZF6LIOIUonmIFOgUTX2JqEA.jpg,242392,['GB'],en,Alexander: The Making of a God,Expert interviews and gripping reenactments combine to reveal the extraordinary life of Alexander the Great and his burning desire to conquer the world.,5.0276,/tKUTpdyg0wGfIYplIAfkN6hDbRw.jpg,2024-01-31,Alexander: The Making of a God,6.01,48,"['Documentary', 'Drama']",2024.0,1.0,31.0,GB,Documentary
False,/8uqazFt7EOoMHCpqxp6KX3DBTAZ.jpg,76307,['US'],en,Dirty Money,"From crippling payday loans to cars that cheat emissions tests, this investigative series exposes brazen acts of corporate greed and corruption.",5.0256,/hAnNeIPSzV0a8jxE3nkEdCtYWp8.jpg,2018-01-26,Dirty Money,7.097,185,"['Crime', 'Documentary']",2018.0,1.0,26.0,US,Crime
False,/2Tw7TtT5CY9ecVPpzZ3gkmPjTX4.jpg,63314,['US'],en,Club de Cuervos,"When the patriarch of a prominent family dies, his heirs battle to determine who will gain control of his beloved soccer team: The Cuervos of Nuevo Toledo.",5.0186,/fctsQt5NjZg5VxFVr9amJpHCjzo.jpg,2015-08-07,Club de Cuervos,8.4,307,"['Drama', 'Comedy']",2015.0,8.0,7.0,US,Drama
False,/8sdFdIdShfQboyyMNAMxnHGWEEe.jpg,130523,['FR'],fr,Braqueurs : La série,"Mehdi, a qualified robber, and Liana, an apprentice thief, get involved in a turf war between drug dealers, and have to collaborate in order to save their loved ones.",5.0141,/3E6IPkHH541ii41NKpU5loI4fcr.jpg,2021-09-24,Ganglands,7.1,178,"['Crime', 'Action & Adventure']",2021.0,9.0,24.0,FR,Crime
False,/rB1wfdiJAWNi3OCEIMyMFqMW3p0.jpg,265156,['IT'],it,Inganno,"After turning 60, a wealthy woman suddenly falls in love with an attractive and much younger man, but her family raises doubts about his intentions.",5.0108,/AgKGqINmSEkZExekGCMH68KMSmE.jpg,2024-10-09,Deceitful Love,6.684,49,['Drama'],2024.0,10.0,9.0,IT,Drama
False,/mSBdRkNrncpV9Qj4aFKmxhzyIID.jpg,100333,['IT'],it,Summertime,"A modern love story set during the summer on Italy’s Adriatic Coast. An undeniable attraction brings together Ale and Summer, who come from very different worlds. For both, these holidays will be an unforgettable journey that will take them far from who they were before they met.",4.9925,/9PCmLDADfqrCnnxOo8yeM5AjnWY.jpg,2020-04-29,Summertime,6.8,447,"['Drama', 'Comedy']",2020.0,4.0,29.0,IT,Drama
False,/swdlL4gCeRsYU5pC2wh9fzzQt2V.jpg,136368,['KR'],ko,도적: 칼의 소리,"In the lawless land of Gando, fierce bandits will stop at nothing to fight for their precious homeland and loved ones — even if it means life or death.",4.9669,/4lls2JCt9g1YiusX3xLVSdSZ6cO.jpg,2023-09-22,Song of the Bandits,7.4,56,"['Action & Adventure', 'Drama']",2023.0,9.0,22.0,KR,Action & Adventure
False,/4YogiuBRm9cU8EbvjjlQX5CgDiY.jpg,302854,['ZA'],en,Bad Influencer,A single mother — and luxury bag counterfeiter — finds herself teaming up with a self-obsessed influencer to sell her bags and scrape her way out of debt.,4.9573,/jexSSiOClrAddGm6PiuLmRvWpXg.jpg,2025-10-31,Bad Influencer,8.2,5,"['Drama', 'Crime']",2025.0,10.0,31.0,ZA,Drama
False,/m4U8TXHBK1G5lmDJS02xiEPUYkU.jpg,119847,['US'],en,Spirit Rangers,"Native American siblings Kodi, Summer and Eddy have a secret: They’re ""Spirit Rangers"" who help protect the national park they call home!",4.9569,/o7NV5naNFB1kv0NZTJMKPQ4H0gl.jpg,2022-10-10,Spirit Rangers,6.6,14,"['Kids', 'Animation', 'Sci-Fi & Fantasy', 'Action & Adventure']",2022.0,10.0,10.0,US,Kids
False,/kk7rDonuvy5cTi6M0MhPfNgsCMr.jpg,84647,['US'],en,The Society,"When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive.",4.9536,/mxOlnFEQMpxjIltr9Ox06iyjjvK.jpg,2019-05-10,The Society,7.514,587,"['Drama', 'Sci-Fi & Fantasy']",2019.0,5.0,10.0,US,Drama
False,/7I81Iey8vEk6IOfSXqulSckcCsZ.jpg,111838,['US'],en,The Woman in the House Across the Street from the Girl in the Window,"For Anna, every day is the same. She sits with her wine, staring out the window, watching life go by without her. But when a handsome neighbor moves in across the street, Anna starts to see a light at the end of the tunnel. That is until she witnesses a gruesome murder… Or did she?",4.9497,/riSoMsWYkwqed4ul5PgHOnbIVFp.jpg,2022-01-28,The Woman in the House Across the Street from the Girl in the Window,6.584,485,"['Mystery', 'Crime', 'Comedy']",2022.0,1.0,28.0,US,Mystery
False,/oS4ZzG1c4xZtZRrJipNqXs1b17Z.jpg,300999,['US'],en,True Haunting,Paranormal encounters from the viewpoint of those who lived them are detailed through immersive reenactments and present-day interviews.,4.9473,/8XK4kBkP7QVIPnl6dFfdPSCICs6.jpg,2025-10-07,True Haunting,6.306,18,"['Documentary', 'Mystery']",2025.0,10.0,7.0,US,Documentary
False,/eJjM0s1YIsf9CtIQTIb81tl1I4I.jpg,195930,['TR'],tr,Yakamoz S-245,"After disaster strikes the Earth, a marine biologist on a research mission in a submarine must fight to advance the process into a conspiracy.",4.9346,/zaPSsdJrRZFtMRNrS4OqTpSkGFo.jpg,2022-04-20,Yakamoz S-245,6.71,88,"['Sci-Fi & Fantasy', 'Drama']",2022.0,4.0,20.0,TR,Sci-Fi & Fantasy
False,/nNU0oaZv8jeLlcrPFGnVae8ZpnW.jpg,94413,['ES'],es,El desorden que dejas,A teacher starts her job at a high school but is haunted by a suspicious death that occurred there weeks before and begins fearing for her own life.,4.9344,/lO3JkTPko8kEr2luYGwQocU1lJH.jpg,2020-12-11,The Mess You Leave Behind,6.925,281,"['Drama', 'Mystery']",2020.0,12.0,11.0,ES,Drama
False,/A4e4LG9kOXaQ8SYKoORGACKajSR.jpg,97009,['JP'],ja,斉木楠雄のΨ難 Ψ始動編,"Kusuo and his gaggle of self-proclaimed friends are back for more psychic mishaps. If he didn't have enough problems before, he's got even more now.",4.9302,/8dTgw94cx05DwUH2fZXM2gkY7MU.jpg,2019-12-30,The Disastrous Life of Saiki K.: Reawakened,7.444,62,"['Animation', 'Comedy']",2019.0,12.0,30.0,JP,Animation
False,/jDW4uoZnitX6cgaCNX6rPutiEKF.jpg,103416,['IT'],it,La vita bugiarda degli adulti,"Young Giovanna navigates her passage from childhood into adolescence as she experiences the different sides of Naples during the 1990s. A girl in search of her true reflection in a divided Naples: the Naples of the heights, which assumes a mask of refinement, and the Naples of the depths, a place of excess and vulgarity.",4.9296,/cDy24NY2QIXYUxRzelvhkWGbkPH.jpg,2023-01-04,The Lying Life of Adults,7.3,84,['Drama'],2023.0,1.0,4.0,IT,Drama
False,/mQEmKXSFlzBlSoYgut0VfjxAzoA.jpg,89113,['IN'],hi,कोटा फ़ैक्ट्री,"In a city of coaching centers known to train India’s finest collegiate minds, an earnest but unexceptional student and his friends navigate campus life.",4.9232,/fMBookmwL6HjIgIVTjQ6EMr3pCH.jpg,2019-04-16,Kota Factory,8.069,109,"['Comedy', 'Drama']",2019.0,4.0,16.0,IN,Comedy
False,/1b3dK53Enak1vVv7ijirO6oSVP3.jpg,228436,['CA'],en,Vida the Vet,"Ten-year-old Vida, is an animal doctor who nurtures the charming and silly woodland creatures who live outside her home. Is there a fox with a sprained paw? A turtle with an itchy toe? A tiger with an aching tooth? Vida is the vet for the job! With quick thinking, a doctor's intuition and the help of her closest friends, Vida helps adorable animals and makes sure they get the care they need.",4.923,/e25khPXPSyZHl5KUq0Ojy8OD97T.jpg,2023-10-14,Vida the Vet,8.0,1,"['Kids', 'Animation']",2023.0,10.0,14.0,CA,Kids
False,/3Pojley5WbyRxQI7bsnJiRSAUCO.jpg,114187,['ZA'],en,Kings of Jo'Burg,"The Masire brothers rule Johannesburg's criminal underworld, but a supernatural family curse and a tangled web of betrayal threaten to destroy them.",4.9094,/vSM1FB86gr3QNelkk0jDovN5228.jpg,2020-12-04,Kings of Jo'Burg,7.03,33,['Crime'],2020.0,12.0,4.0,ZA,Crime
False,/xHCfWGlxwbtMeeOnTvxUCZRGnkk.jpg,62127,['US'],en,Marvel's Iron Fist,"Danny Rand resurfaces 15 years after being presumed dead. Now, with the power of the Iron Fist, he seeks to reclaim his past and fulfill his destiny.",4.9041,/4l6KD9HhtD6nCDEfg10Lp6C6zah.jpg,2017-03-17,Marvel's Iron Fist,6.521,2610,"['Action & Adventure', 'Drama', 'Sci-Fi & Fantasy', 'Crime']",2017.0,3.0,17.0,US,Action & Adventure
False,/vmD9el2oBfPwUbZAMZJUyWAosSA.jpg,107485,['SA'],ar,تكي,"In Jeddah, Saudi Arabia, a young aspiring filmmaker and his circle of friends grapple with family expectations, gender roles, romance and rivalry.",4.895,/ot7twFTrywrmyWzOXtnjXdoY50y.jpg,2012-09-20,Takki,7.4,7,['Drama'],2012.0,9.0,20.0,SA,Drama
False,/ttx0PmqmgbSwWbI1th4MvP6G8YX.jpg,281512,['JP'],ja,My Melody & Kuromi,"When My Melody's visit to the Cloud Kingdom leads to a whirlwind of trouble, can she, Kuromi and their friends save their home before it's too late?",4.8895,/yKFFgGD9JCX7cXZerg2jXh1dMI7.jpg,2025-07-24,My Melody & Kuromi,8.3,30,"['Animation', 'Sci-Fi & Fantasy', 'Kids']",2025.0,7.0,24.0,JP,Animation
